student_id,full_name,email,phone,gender,nationality,date_of_birth,program,academic_year,high_school_average,credit_hours,base_fee_per_credit_aed,discount_percent,base_tuition_aed,discount_amount_aed,final_tuition_aed,enrollment_fee_aed,registration_fee_aed,activity_fee_aed,transport_fee_aed,distance_learning_fee_aed,total_fees_aed,amount_paid_aed,balance_aed,payment_status,transaction_id,receipt_number,payment_date,currency
20224394,Karim Khalid Ibrahim Abu-Omar,karim.abu-omar4394@university.ae,+971 54 929 5002,Female,Syrian,4/10/2007,Software Engineering,3,75.56,17,517,35,8789,3077,5713,517,1009,156,311,0,7704,7704,0,PAID,TX-121285,RCP-18253,1/24/2026,AED
20297614,Mahmoud Hamza Ali Zakaria,mahmoud.zakaria7614@university.ae,+971 56 357 5455,Male,Syrian,12/25/2004,Software Engineering,1,77.94,18,517,35,9306,3258,6049,517,1009,156,0,0,7730,7730,0,PAID,TX-302814,RCP-34559,9/28/2025,AED
20286833,Aisha Ibrahim Bilal Al-Ibrahim,aisha.al-ibrahim6833@university.ae,+971 53 645 6462,Male,Syrian,6/16/2003,Digital Reality & Game Development,5,78.28,14,517,50,7238,3619,3619,517,1009,156,621,0,5920,5920,0,PAID,TX-356779,RCP-52561,9/12/2025,AED
20274638,Nada Samir Khalid Matar,nada.matar4638@university.ae,+971 57 835 3223,Male,Jordanian,11/18/2007,Data Science & Artificial Intelligence,1,75.62,13,517,35,6721,2353,4369,517,1009,156,621,104,6773,6773,0,PAID,TX-532390,RCP-80120,9/19/2025,AED
20238931,Huda Sami Anas Badran,huda.badran8931@university.ae,+971 55 342 2946,Male,Jordanian,4/3/2001,Digital Media (Electronic),1,73.53,14,414,45,5791,2606,3185,517,1009,156,750,0,5615,5615,0,PAID,TX-394032,RCP-94281,1/29/2026,AED
20222256,Adel Haitham Salem Al-Ali,adel.al-ali2256@university.ae,+971 53 689 5549,Female,Palestinian,9/19/2007,Cybersecurity & Cloud Computing,2,88.76,16,517,45,8272,3723,4550,517,1009,156,0,0,6230,3165,3065,PARTIAL,TX-531813,RCP-53351,9/26/2025,AED
20210012,Omar Bashar Ali Abdallah,omar.abdallah0012@university.ae,+971 52 339 1740,Female,Syrian,4/6/2004,Industrial Engineering,4,80.35,16,647,40,10340,4136,6204,517,1009,156,0,104,7988,0,7988,PENDING,TX-699475,RCP-12799,2/18/2026,AED
20233513,Mohammad Mahmoud Karim Saad,mohammad.saad3513@university.ae,+971 52 804 2036,Male,Palestinian,11/14/2004,Accounting,2,76.21,15,517,45,7755,3490,4266,517,1009,156,750,104,6799,6799,0,PAID,TX-860997,RCP-36760,12/3/2025,AED
20230849,Zaid Salem Zaid Nassar,zaid.nassar0849@university.ae,+971 56 334 3722,Female,Jordanian,7/4/2006,Digital Media Design,3,79.73,12,543,40,6515,2606,3909,517,1009,156,621,104,6313,6313,0,PAID,TX-265186,RCP-37759,9/19/2025,AED
20244883,Ali Zaid Omar Shahin,ali.shahin4883@university.ae,+971 53 851 1328,Female,Palestinian,5/20/2003,Digital Media Design,5,66.86,15,543,40,8143,3258,4886,517,1009,156,0,104,6670,6670,0,PAID,TX-933320,RCP-68336,11/11/2025,AED
20235725,Ammar Hamza Fadi Al-Ahmad,ammar.al-ahmad5725@university.ae,+971 59 829 3215,Female,Jordanian,7/21/2001,Cybersecurity & Cloud Computing,4,74.88,12,517,35,6204,2172,4033,517,1009,156,259,104,6075,6075,0,PAID,TX-834285,RCP-79932,9/29/2025,AED
20216924,Hala Mazen Hussein Kanaan,hala.kanaan6924@university.ae,+971 52 947 3921,Male,Jordanian,6/18/2004,Business Administration,2,77.15,18,492,40,8841,3537,5305,517,1009,156,259,104,7347,7347,0,PAID,TX-663679,RCP-22260,11/6/2025,AED
20215769,Fadi Tariq Zaid Tannous,fadi.tannous5769@university.ae,+971 55 571 3697,Female,Jordanian,12/25/2007,Marketing,2,79.58,18,492,50,8841,4421,4421,517,1009,156,0,104,6204,6204,0,PAID,TX-174905,RCP-65328,2/10/2026,AED
20299304,Nada Waleed Marwan Al-Salem,nada.al-salem9304@university.ae,+971 53 592 2609,Female,Yemeni,2/23/2007,Mechanical Engineering,1,78.19,12,647,50,7755,3878,3878,517,1009,156,0,104,5662,5662,0,PAID,TX-894357,RCP-93498,1/28/2026,AED
20267537,Iman Hadi Youssef Karam,iman.karam7537@university.ae,+971 52 187 9941,Female,Jordanian,5/9/2004,English Language & Literature,2,77.25,14,440,50,6153,3077,3077,517,1009,156,0,0,4757,4757,0,PAID,TX-933292,RCP-76062,2/13/2026,AED
20229391,Fatima Rashid Youssef Zakaria,fatima.zakaria9391@university.ae,+971 50 102 5280,Female,Jordanian,1/20/2008,Software Engineering,1,85.73,14,517,45,7238,3258,3981,517,1009,156,311,0,5972,5972,0,PAID,TX-631778,RCP-66975,12/29/2025,AED
20242192,Zaid Rashid Marwan Abu-Omar,zaid.abu-omar2192@university.ae,+971 54 623 4733,Female,Jordanian,3/26/2002,Mechanical Engineering,1,89.1,14,647,50,9048,4524,4524,517,1009,156,0,104,6308,6308,0,PAID,TX-690349,RCP-26114,10/31/2025,AED
20252158,Lina Youssef Hussein Hayek,lina.hayek2158@university.ae,+971 59 671 8537,Female,Syrian,7/20/2005,Civil Engineering,3,83.1,15,673,60,10082,6049,4033,517,1009,156,750,104,6566,6566,0,PAID,TX-155613,RCP-63311,10/24/2025,AED
20291014,Nasser Mahmoud Samir Tawfiq,nasser.tawfiq1014@university.ae,+971 58 227 9671,Female,Palestinian,5/27/2002,English Language & Literature,5,64.37,18,440,50,7911,3956,3956,517,1009,156,259,104,5998,5998,0,PAID,TX-940951,RCP-16158,10/2/2025,AED
20210651,Nasser Bashar Ibrahim Al-Omar,nasser.al-omar0651@university.ae,+971 51 244 7554,Female,Syrian,3/22/2005,Digital Marketing,2,68.34,13,517,30,6721,2017,4705,517,1009,156,621,104,7109,7109,0,PAID,TX-167282,RCP-62390,11/8/2025,AED
20291143,Zaina Mustafa Karim Al-Khalil,zaina.al-khalil1143@university.ae,+971 58 541 4504,Female,Syrian,6/24/2006,Software Engineering,5,74.34,17,517,35,8789,3077,5713,517,1009,156,0,0,7394,7394,0,PAID,TX-121715,RCP-41813,12/17/2025,AED
20223643,Osama Karim Marwan Jaber,osama.jaber3643@university.ae,+971 53 838 7046,Female,Lebanese,3/13/2008,Digital Marketing,1,74.76,15,517,30,7755,2327,5429,517,1009,156,0,0,7109,7109,0,PAID,TX-886739,RCP-58977,11/14/2025,AED
20254555,Fadi Khalid Hamza Al-Shami,fadi.al-shami4555@university.ae,+971 51 477 4955,Male,Jordanian,4/24/2008,English Language & Literature,1,77.55,15,440,50,6592,3296,3296,517,1009,156,0,0,4977,4977,0,PAID,TX-393378,RCP-48089,1/10/2026,AED
20282887,Ammar Nasser Sami Tawfiq,ammar.tawfiq2887@university.ae,+971 53 883 6817,Male,Palestinian,4/7/2005,AI in Accounting & Auditing,3,76.34,16,569,35,9100,3185,5915,517,1009,156,311,104,8009,8009,0,PAID,TX-770125,RCP-17539,11/14/2025,AED
20235471,Abdullah Khalid Hassan Matar,abdullah.matar5471@university.ae,+971 51 657 1791,Female,Jordanian,12/26/2001,Mathematics,4,72.76,17,311,40,5274,2110,3165,517,1009,156,259,104,5207,5207,0,PAID,TX-845857,RCP-88624,12/26/2025,AED
20289489,Jamal Ibrahim Ali Saad,jamal.saad9489@university.ae,+971 58 608 6364,Male,Jordanian,10/25/2007,Chemistry,2,72.7,17,311,25,5274,1319,3956,517,1009,156,0,104,5739,5739,0,PAID,TX-526400,RCP-14555,9/20/2025,AED
20261031,Jamal Ali Hussein Al-Zaidi,jamal.al-zaidi1031@university.ae,+971 56 214 3095,Male,Jordanian,6/25/2007,Computer Science,4,77.2,18,466,35,8376,2932,5445,517,1009,156,0,104,7228,7228,0,PAID,TX-127859,RCP-13853,1/29/2026,AED
20288275,Huda Mazen Zaid Al-Khatib,huda.al-khatib8275@university.ae,+971 59 911 6665,Male,Jordanian,7/12/2005,Architecture Engineering,3,64.73,14,673,40,9410,3764,5646,517,1009,156,0,104,7430,0,7430,PENDING,TX-535694,RCP-10402,2/6/2026,AED
20227553,Rania Marwan Zaid Al-Omar,rania.al-omar7553@university.ae,+971 50 700 3282,Male,Jordanian,6/27/2001,Physical Education,1,79.16,18,311,30,5584,1676,3909,517,1009,156,0,104,5693,5693,0,PAID,TX-336814,RCP-40323,12/11/2025,AED
20263382,Tariq Hassan Mazen Eid,tariq.eid3382@university.ae,+971 54 233 9514,Male,Jordanian,1/23/2004,Digital Media Design,2,69.55,12,543,40,6515,2606,3909,517,1009,156,621,0,6210,6210,0,PAID,TX-538586,RCP-20059,9/24/2025,AED
20280268,Rana Mahmoud Marwan Al-Masri,rana.al-masri0268@university.ae,+971 51 219 3110,Female,Egyptian,9/23/2008,English / Translation,3,71.1,17,440,40,7471,2989,4483,517,1009,156,311,104,6577,6577,0,PAID,TX-514708,RCP-66186,12/21/2025,AED
20265904,Ammar Ahmad Ali Abdelrahman,ammar.abdelrahman5904@university.ae,+971 53 202 3875,Male,Egyptian,2/11/2001,Accounting,1,71.65,15,517,45,7755,3490,4266,517,1009,156,0,104,6049,4726,1323,PARTIAL,TX-505048,RCP-30184,2/23/2026,AED
20238652,Marwan Hussein Tariq Al-Masri,marwan.al-masri8652@university.ae,+971 58 759 3336,Female,Palestinian,7/25/2001,Industrial Engineering,1,76.32,18,647,40,11633,4653,6980,517,1009,156,0,104,8764,8764,0,PAID,TX-214057,RCP-73620,2/8/2026,AED
20291419,Karim Ahmad Waleed Barakat,karim.barakat1419@university.ae,+971 58 854 9660,Male,Saudi,4/16/2004,Digital Marketing,3,77,13,517,30,6721,2017,4705,517,1009,156,0,104,6489,5791,698,PARTIAL,TX-918144,RCP-35437,11/27/2025,AED
20227890,Aya Nabil Samir Farah,aya.farah7890@university.ae,+971 59 694 2062,Female,Jordanian,9/12/2008,Business Administration,3,74.7,16,492,40,7859,3144,4716,517,1009,156,0,104,6499,6499,0,PAID,TX-573467,RCP-12366,2/3/2026,AED
20247925,Rana Fadi Karim Zoubi,rana.zoubi7925@university.ae,+971 54 248 9769,Female,Jordanian,2/17/2001,English Language & Literature,4,87.57,13,440,50,5713,2857,2857,517,1009,156,0,0,4537,3114,1423,PARTIAL,TX-494126,RCP-96084,11/15/2025,AED
20257996,Zaid Ibrahim Mahmoud Shahin,zaid.shahin7996@university.ae,+971 51 289 4654,Female,Syrian,3/7/2005,Digital Reality & Game Development,2,76.46,13,517,50,6721,3361,3361,517,1009,156,0,104,5145,5145,0,PAID,TX-909814,RCP-75593,11/19/2025,AED
20248591,Noor Samir Hussein Al-Mohammad,noor.al-mohammad8591@university.ae,+971 56 131 8241,Male,Palestinian,8/25/2007,Robotics & AI Engineering,4,60,12,647,50,7755,3878,3878,517,1009,156,0,104,5662,0,5662,PENDING,TX-595952,RCP-30316,12/11/2025,AED
20232795,Ibrahim Sami Khalid Al-Salem,ibrahim.al-salem2795@university.ae,+971 50 452 7676,Male,Jordanian,5/27/2008,Business Administration,5,69.05,16,492,40,7859,3144,4716,517,1009,156,311,0,6706,6706,0,PAID,TX-645478,RCP-28156,2/16/2026,AED
20296977,Lama Hadi Salem Al-Khatib,lama.al-khatib6977@university.ae,+971 58 491 7198,Male,Saudi,2/26/2004,Digital Reality & Game Development,5,75.19,18,517,50,9306,4653,4653,517,1009,156,621,0,6954,6954,0,PAID,TX-253734,RCP-66904,2/17/2026,AED
20255182,Lina Salem Zaid Shammas,lina.shammas5182@university.ae,+971 59 444 2969,Female,Syrian,9/11/2005,Marketing,1,77.79,16,492,50,7859,3930,3930,517,1009,156,0,0,5610,5610,0,PAID,TX-970962,RCP-99872,10/8/2025,AED
20243021,Tamer Ibrahim Salem Haddad,tamer.haddad3021@university.ae,+971 50 783 9419,Male,Palestinian,4/1/2001,Power & Renewable Energy Engineering,5,83.32,18,673,50,12098,6049,6049,517,1009,156,0,0,7730,7730,0,PAID,TX-142532,RCP-13860,10/13/2025,AED
20266917,Bashar Youssef Ahmad Abu-Saleh,bashar.abu-saleh6917@university.ae,+971 51 484 9647,Female,Iraqi,1/2/2003,Architecture Engineering,1,85.57,12,673,40,8066,3227,4840,517,1009,156,621,104,7244,7244,0,PAID,TX-800779,RCP-35340,2/4/2026,AED
20217338,Zaina Saad Anas Matar,zaina.matar7338@university.ae,+971 54 376 1275,Female,Jordanian,4/21/2003,Physical Education,3,84.72,13,311,40,4033,1614,2420,517,1009,156,750,0,4850,4850,0,PAID,TX-757433,RCP-28828,9/13/2025,AED
20274915,Lama Hadi Tariq Al-Ibrahim,lama.al-ibrahim4915@university.ae,+971 55 119 2508,Female,Jordanian,10/5/2006,Financial Technology & Risk Management,4,79.74,13,517,50,6721,3361,3361,517,1009,156,621,104,5765,5765,0,PAID,TX-900028,RCP-63955,2/19/2026,AED
20274499,Lina Osama Ibrahim Farah,lina.farah4499@university.ae,+971 53 307 8436,Female,Iraqi,2/7/2004,Applied English,2,60,12,440,30,5274,1583,3692,517,1009,156,0,104,5476,5476,0,PAID,TX-649434,RCP-98425,1/15/2026,AED
20240423,Rami Saad Tariq Al-Ibrahim,rami.al-ibrahim0423@university.ae,+971 53 969 3691,Male,Egyptian,8/1/2007,Electrical Eng. / Communications & Computer Eng.,3,69.58,17,647,50,10987,5494,5494,517,1009,156,259,0,7432,0,7432,PENDING,TX-520806,RCP-24249,12/29/2025,AED
20298871,Rania Nasser Fadi Nassar,rania.nassar8871@university.ae,+971 53 323 8331,Male,Jordanian,7/4/2003,Digital Media Design,1,72.91,15,543,40,8143,3258,4886,517,1009,156,750,0,7316,7316,0,PAID,TX-619829,RCP-81580,1/25/2026,AED
20219743,Bilal Mazen Anas Suleiman,bilal.suleiman9743@university.ae,+971 54 391 1866,Female,Jordanian,2/14/2008,Nursing,1,80.85,17,414,40,7032,2813,4219,517,1009,156,750,0,6649,6649,0,PAID,TX-514804,RCP-48537,1/9/2026,AED
20240999,Bilal Ahmad Abdullah Sabbagh,bilal.sabbagh0999@university.ae,+971 51 999 9053,Female,Jordanian,3/21/2008,Digital Marketing,1,69.06,13,517,30,6721,2017,4705,517,1009,156,0,0,6385,6385,0,PAID,TX-278591,RCP-34464,9/20/2025,AED
20287200,Mariam Waleed Sami Daher,mariam.daher7200@university.ae,+971 56 987 4795,Male,Jordanian,4/25/2001,Accounting,3,82.89,16,517,50,8272,4136,4136,517,1009,156,0,104,5920,5920,0,PAID,TX-456660,RCP-74396,2/23/2026,AED
20280694,Omar Fadi Sami Farah,omar.farah0694@university.ae,+971 51 564 8836,Male,Palestinian,7/22/2002,Computer Science,2,60,15,466,15,6980,1047,5933,517,1009,156,311,104,8027,8027,0,PAID,TX-571485,RCP-13003,1/5/2026,AED
20218007,Jana Rashid Abdullah Al-Mohammad,jana.al-mohammad8007@university.ae,+971 55 435 3608,Female,Palestinian,3/8/2006,Medical & Clinical Laboratory Technology,2,69.84,15,466,40,6980,2792,4188,517,1009,156,0,0,5868,3450,2418,PARTIAL,TX-250606,RCP-21056,2/16/2026,AED
20221296,Reem Hamza Fadi Harb,reem.harb1296@university.ae,+971 52 435 7519,Female,Syrian,2/19/2006,Civil Engineering,1,78.7,15,673,60,10082,6049,4033,517,1009,156,311,0,6024,6024,0,PAID,TX-868071,RCP-19550,1/12/2026,AED
20269863,Rania Tariq Abdullah Yasin,rania.yasin9863@university.ae,+971 53 778 9884,Male,Jordanian,1/20/2003,Cybersecurity & Cloud Computing,3,67.19,13,517,25,6721,1681,5041,517,1009,156,0,0,6721,5605,1116,PARTIAL,TX-266028,RCP-26629,9/10/2025,AED
20266773,Hamza Hassan Hamza Daher,hamza.daher6773@university.ae,+971 57 193 6848,Female,Jordanian,1/23/2001,Financial Technology & Risk Management,2,73.75,18,517,50,9306,4653,4653,517,1009,156,0,0,6334,6334,0,PAID,TX-756477,RCP-81524,1/8/2026,AED
20233467,Hussein Saad Ali Tannous,hussein.tannous3467@university.ae,+971 51 728 2040,Male,Palestinian,5/13/2001,Power & Renewable Energy Engineering,4,87.42,15,673,50,10082,5041,5041,517,1009,156,0,104,6825,6825,0,PAID,TX-788627,RCP-34479,9/7/2025,AED
20292289,Nada Khalid Mazen Al-Masri,nada.al-masri2289@university.ae,+971 50 909 9718,Female,Jordanian,8/24/2005,Cybersecurity & Cloud Computing,4,73.59,16,517,35,8272,2896,5377,517,1009,156,0,0,7058,7058,0,PAID,TX-261391,RCP-26972,11/21/2025,AED
20251714,Mohammad Hadi Jamal Tawfiq,mohammad.tawfiq1714@university.ae,+971 59 139 1501,Male,Jordanian,11/15/2003,Fashion Design & Accessories,2,80.03,14,569,50,7962,3981,3981,517,1009,156,311,104,6075,6075,0,PAID,TX-477861,RCP-61138,12/7/2025,AED
20298212,Ali Bilal Salem Al-Khalil,ali.al-khalil8212@university.ae,+971 55 946 5819,Male,Jordanian,4/5/2002,Cybersecurity & Cloud Computing,2,78.3,14,517,35,7238,2534,4705,517,1009,156,0,0,6385,6385,0,PAID,TX-649018,RCP-61534,12/27/2025,AED
20234338,Karim Salem Mohammad Odeh,karim.odeh4338@university.ae,+971 52 366 2304,Male,Syrian,6/13/2007,Graphic Design,5,69.79,17,543,50,9229,4615,4615,517,1009,156,0,0,6295,3217,3078,PARTIAL,TX-304019,RCP-81589,1/25/2026,AED
20299714,Waleed Tariq Nasser Zoubi,waleed.zoubi9714@university.ae,+971 59 900 7062,Female,Jordanian,6/17/2005,Mechanical Engineering,4,85.43,15,647,50,9694,4847,4847,517,1009,156,750,104,7381,7381,0,PAID,TX-717741,RCP-39052,2/25/2026,AED
20223398,Lama Ibrahim Adel Zgheib,lama.zgheib3398@university.ae,+971 58 432 1256,Male,Palestinian,7/28/2004,Computer Science,1,94.33,16,466,50,7445,3723,3723,517,1009,156,0,0,5403,5403,0,PAID,TX-777192,RCP-74177,1/11/2026,AED
20289938,Maha Abdullah Zaid Tawfiq,maha.tawfiq9938@university.ae,+971 53 634 6465,Female,Palestinian,3/2/2001,Financial Technology & Risk Management,3,77.85,17,517,50,8789,4395,4395,517,1009,156,750,104,6928,0,6928,PENDING,TX-218695,RCP-73074,2/1/2026,AED
20286280,Karim Sami Mazen Al-Masri,karim.al-masri6280@university.ae,+971 55 307 2756,Male,Jordanian,2/11/2001,English / Translation,1,82.19,18,440,50,7911,3956,3956,517,1009,156,0,104,5739,5739,0,PAID,TX-192492,RCP-52630,11/15/2025,AED
20238389,Zaki Waleed Karim Al-Omar,zaki.al-omar8389@university.ae,+971 51 390 2427,Male,Jordanian,3/23/2004,Marketing,4,61.71,16,492,50,7859,3930,3930,517,1009,156,259,0,5868,5868,0,PAID,TX-432734,RCP-16002,9/5/2025,AED
20214612,Lama Sami Hassan Al-Shami,lama.al-shami4612@university.ae,+971 52 340 9425,Female,Jordanian,5/12/2008,Architecture Engineering,5,79.34,16,673,40,10754,4302,6453,517,1009,156,750,0,8883,8883,0,PAID,TX-734463,RCP-27253,1/1/2026,AED
20279046,Huda Adel Mazen Zakaria,huda.zakaria9046@university.ae,+971 57 386 5893,Female,Jordanian,8/18/2002,Graphic Design,3,60.46,18,543,50,9772,4886,4886,517,1009,156,0,0,6566,6566,0,PAID,TX-440215,RCP-86489,1/8/2026,AED
20231966,Anas Tamer Hussein Barakat,anas.barakat1966@university.ae,+971 52 411 2944,Male,Jordanian,3/17/2004,Mechanical Engineering,5,70.76,14,647,50,9048,4524,4524,517,1009,156,0,0,6204,6204,0,PAID,TX-542461,RCP-57672,11/21/2025,AED
20220876,Dina Youssef Rashid Mansour,dina.mansour0876@university.ae,+971 52 758 2896,Female,Saudi,2/8/2005,English Language & Literature,2,77.82,12,440,50,5274,2637,2637,517,1009,156,259,0,4576,4576,0,PAID,TX-340725,RCP-86851,2/13/2026,AED
20252726,Mazen Mahmoud Hassan Al-Khalil,mazen.al-khalil2726@university.ae,+971 54 410 5659,Female,Jordanian,11/4/2006,Political Science,3,76.63,14,311,50,4343,2172,2172,517,1009,156,0,104,3956,3956,0,PAID,TX-764186,RCP-92969,12/18/2025,AED
20278132,Tamer Haitham Omar Nasser,tamer.nasser8132@university.ae,+971 50 232 7001,Female,Jordanian,3/24/2002,Medical & Clinical Laboratory Technology,2,61.41,13,466,40,6049,2420,3630,517,1009,156,0,0,5310,4218,1092,PARTIAL,TX-854304,RCP-48360,2/12/2026,AED
20277543,Mahmoud Bilal Sami Al-Masri,mahmoud.al-masri7543@university.ae,+971 50 741 5994,Male,Iraqi,10/5/2005,Financial Technology & Risk Management,2,77.04,12,517,50,6204,3102,3102,517,1009,156,259,104,5145,5145,0,PAID,TX-299673,RCP-18246,10/3/2025,AED
20291797,Haitham Ibrahim Salem Al-Khatib,haitham.al-khatib1797@university.ae,+971 51 781 8471,Male,Jordanian,9/23/2002,Political Science,1,68.77,15,311,50,4653,2327,2327,517,1009,156,259,0,4266,4266,0,PAID,TX-658380,RCP-31634,12/30/2025,AED
20233192,Bashar Hassan Hussein Shammas,bashar.shammas3192@university.ae,+971 59 133 6331,Male,Palestinian,3/28/2002,Physiotherapy,4,75.98,14,517,40,7238,2896,4343,517,1009,156,0,0,6024,6024,0,PAID,TX-378533,RCP-73417,10/5/2025,AED
20228670,Samir Khaled Abdullah Saleh,samir.saleh8670@university.ae,+971 57 803 4523,Male,Jordanian,3/3/2001,Clinical Nutrition & Dietetics,4,85.21,17,337,15,5713,857,4856,517,1009,156,621,104,7260,7260,0,PAID,TX-290476,RCP-67610,10/1/2025,AED
20235994,Wafa Tariq Mohammad Al-Khalil,wafa.al-khalil5994@university.ae,+971 52 203 7997,Female,Palestinian,12/14/2005,Marketing,5,71.01,17,492,50,8350,4175,4175,517,1009,156,0,0,5856,5856,0,PAID,TX-262730,RCP-85582,1/24/2026,AED
20252854,Jamal Youssef Ahmad Jaber,jamal.jaber2854@university.ae,+971 54 373 7846,Male,Syrian,6/18/2005,Management Information Systems (MIS),5,71.42,13,440,50,5713,2857,2857,517,1009,156,0,0,4537,4537,0,PAID,TX-356399,RCP-85707,1/17/2026,AED
20226011,Jana Khaled Khalid Sabbagh,jana.sabbagh6011@university.ae,+971 57 725 2908,Female,Syrian,5/19/2004,Clinical Nutrition & Dietetics,4,75.16,13,337,10,4369,437,3932,517,1009,156,621,0,6233,6233,0,PAID,TX-120510,RCP-84847,11/25/2025,AED
20233653,Samir Mustafa Zaid Al-Zaidi,samir.al-zaidi3653@university.ae,+971 53 602 6355,Female,Syrian,12/4/2001,Nursing,4,87.41,15,414,40,6204,2482,3723,517,1009,156,259,104,5765,5765,0,PAID,TX-799107,RCP-88105,12/29/2025,AED
